Epoch,Train acc,Train loss,Test acc,Test loss
0,42.284,1.5837037688326043,52.83,1.3103096470048157
1,55.248,1.2444757070687726,56.34,1.2037331673163403
2,60.79,1.0940141946153568,60.76,1.1005242285849173
3,64.43,1.0012601455459205,61.75,1.0582117513765263
4,66.59,0.9426036170681419,64.92,0.992971645880349
5,68.25,0.8918752357782915,67.28,0.9163021090664442
6,69.798,0.853220357309522,68.94,0.8718023903762238
7,70.872,0.824881266907353,69.69,0.8471720641172384
8,71.936,0.7920193050218665,71.62,0.8021148013163216
9,72.92,0.765618151106188,71.79,0.798860645746883
10,73.864,0.7441614751925554,72.27,0.7869325280189514
11,74.69,0.7202742627971922,72.68,0.7990963179853898
12,75.46,0.7004399606029091,74.32,0.7342962456654899
13,76.098,0.6810432173254545,74.14,0.7350524120692965
14,76.608,0.6648508906364441,74.78,0.7141292434704455
15,77.462,0.6438580122597687,74.39,0.7278226647950425
16,77.814,0.6359261659252674,76.09,0.6839409157445159
17,78.154,0.6236610266253771,77.06,0.6554789479020275
18,78.73,0.609643866415219,76.34,0.6743377077428601
19,78.976,0.5988433912891866,76.92,0.6598083082633682
20,79.528,0.5896559423192993,76.85,0.662743096110187
21,79.82,0.5770124862413577,77.74,0.6391948721831358
22,80.228,0.5692530708087374,76.44,0.6996570829349228
23,80.516,0.5589140040795212,75.35,0.7183063090602054
24,80.766,0.5516320972338967,79.3,0.6061925465547586
25,81.152,0.5411172364373951,77.81,0.6404462698139722
26,81.212,0.5382046764311583,78.01,0.6349780627443821
27,81.464,0.5296067612250442,77.05,0.6748381543763077
28,81.836,0.5182563102306308,79.76,0.5845281783538528
29,81.99,0.5139612794074866,78.65,0.6243401935583428
30,82.496,0.507496423352405,80.05,0.583382872086537
31,82.538,0.5010399305454606,80.0,0.5827841581423071
32,82.624,0.4984438122843233,79.89,0.5912198707272734
33,82.876,0.48831638419414725,80.54,0.5686817331404626
34,82.884,0.48997749384406886,81.07,0.5741488205481179
35,83.35,0.47586236166222323,80.91,0.5743859376333937
36,83.424,0.4711117894600724,79.7,0.6027455582648893
37,83.604,0.471246361046496,79.97,0.5962769204302679
38,83.736,0.46349881147332206,81.49,0.539538904081417
39,84.05,0.4602057949051528,81.54,0.5469473068472706
40,84.118,0.45583038279772414,80.0,0.5918617493744138
41,83.982,0.4545126465885231,81.01,0.5681800721566889
42,84.368,0.44747653877948557,81.9,0.5392265267009977
43,84.62,0.4434120077306352,81.7,0.5403190326841572
44,84.692,0.43635216713561426,81.36,0.5449020451382746
45,85.008,0.4326216642509031,80.55,0.5816697591467749
46,85.084,0.429095043169568,80.86,0.5846246265912358
47,85.096,0.4263788712832629,81.65,0.5467506069925767
48,85.236,0.4223350371469927,81.59,0.5578177522254896
49,85.532,0.4154700658586629,80.62,0.5624273174171206
50,85.404,0.4150898594533086,81.68,0.5457544658757463
51,85.566,0.41237707409407476,81.64,0.543601191307925
52,85.638,0.4109850248412403,82.33,0.524674212630791
53,85.608,0.4143110972917293,81.86,0.541287875250925
54,85.952,0.4025096783552633,82.24,0.5293680512452428
55,86.068,0.4019615852162051,80.77,0.5809012530725214
56,86.028,0.39875087671725035,82.53,0.5307772506641436
57,86.198,0.3948971000702485,81.96,0.526918126057975
58,86.3,0.39383144409912624,81.94,0.5427290033313292
59,86.3,0.391057705444753,82.48,0.5298352233971222
60,86.508,0.38903813449013264,82.02,0.5379243225236482
61,86.636,0.38353303718902265,81.2,0.5697668605967413
62,86.588,0.38416710347318284,82.3,0.5316200063952917
63,86.936,0.37728784726861186,82.18,0.5315994522239589
64,86.82,0.3781038585983579,82.39,0.5298688196683232
65,87.018,0.3733005708517016,82.46,0.5353147129092035
66,87.0,0.37494031299867897,83.09,0.5106655491303794
67,87.27,0.36862064231082303,82.61,0.5302703431512736
68,87.002,0.3730901240006737,82.19,0.517146872568734
69,87.204,0.36372417851787087,82.85,0.5178072925987123
70,87.202,0.3639664593178903,82.82,0.514256542242026
71,87.26,0.36388058655554684,82.36,0.5259903963608078
72,87.558,0.35807110483536636,82.52,0.5110908933455431
73,87.636,0.3539786797655208,82.07,0.5427623783485799
74,87.588,0.3532928923511749,81.12,0.5597969504851329
75,87.658,0.35284089199874713,82.75,0.5196868756526634
76,87.94,0.3485800411618884,82.72,0.525501747108713
77,87.508,0.3532973041238687,82.08,0.5360382983956156
78,87.874,0.34377300746910405,82.85,0.5181100608050069
79,88.16,0.3434746906428081,82.5,0.5301422838923298
80,88.02,0.34451046239232164,82.74,0.531550440229947
81,88.042,0.3419928184860503,82.3,0.5332192220265353
82,88.162,0.337966509296766,82.85,0.5372207300572456
83,88.09,0.3367654383944733,82.08,0.5521917328049865
84,88.194,0.33832442596592865,83.32,0.5029573510342007
85,88.526,0.3309453856152342,82.34,0.558452670521374
86,88.202,0.3343988300665565,81.31,0.5642537629302544
87,88.258,0.3335500663274999,83.34,0.5081699513181855
88,88.474,0.3287384139226221,82.6,0.5476272902156734
89,88.536,0.3284638501951457,83.51,0.4961946716036978
90,88.686,0.3266309447529371,82.38,0.5382058965631679
91,88.54,0.324980905141367,83.72,0.5094301494993742
92,88.456,0.32692161953205345,82.36,0.5539710223674774
93,88.81,0.3200877369822139,83.37,0.5171807574320443
94,88.796,0.31949231645945086,82.45,0.5579107796089559
95,88.826,0.3166208945195693,83.48,0.5008750401342972
96,89.062,0.31363474770122785,83.01,0.5203320753725269
97,88.744,0.3194802470143189,83.83,0.5038575494213949
98,89.124,0.30963075671659407,83.78,0.5013950876420057
99,88.95,0.31481080405090167,83.3,0.5130085952674286
100,89.026,0.3131798583147166,82.47,0.545594304422789
101,89.112,0.3097950138170701,82.93,0.5231918028638333
102,89.262,0.30933044789849645,82.76,0.5491678073436399
103,89.122,0.3093439902719634,83.61,0.5114271125838726
104,89.306,0.3069584575836616,83.47,0.5149444424653356
105,89.408,0.30332860609759454,82.91,0.5407418523785434
106,89.356,0.3027196939643996,82.92,0.5196856954429723
107,89.428,0.30290960583388044,83.33,0.523325409693054
108,89.418,0.3020705689325967,83.62,0.5121372711809375
109,89.412,0.3008488831884416,83.99,0.49639331521112706
110,89.776,0.2959471283590092,83.66,0.5063161804706235
111,89.576,0.2964732546330718,83.75,0.5105360306893723
112,89.74,0.29377086769284494,82.41,0.5197288857985146
113,89.808,0.2919271451128108,83.86,0.4975794055793859
114,89.834,0.29024605967504596,83.21,0.52045145838321
115,89.65,0.29351168588909043,83.11,0.5345712675701214
116,89.938,0.2895146215434574,83.55,0.5131659537931031
117,89.876,0.2881921478701979,83.68,0.5082816836200182
118,89.67,0.29194316778646406,82.86,0.5485036637209639
119,90.132,0.2841825596511821,83.93,0.48930701802048504
120,89.854,0.287562888220448,83.73,0.4984352367965481
121,90.134,0.2822590424962666,84.05,0.49580854516995104
122,89.996,0.28528386823204166,83.56,0.512409366195715
123,89.782,0.2875571321038639,83.34,0.5335582911590987
124,90.114,0.2813449131558313,83.88,0.49033353996427753
125,90.118,0.28096074689074857,83.38,0.516973812557474
126,90.458,0.2786479984479182,83.96,0.4951407964093776
127,90.124,0.27793277384679943,83.54,0.516323205036453
128,90.46,0.2741812587432239,84.09,0.5058148344860801
129,90.286,0.2736453809168028,84.1,0.5101834675179252
130,90.372,0.27569262386130555,83.46,0.5239422674043269
131,90.486,0.27062135441300206,83.62,0.5286301849763605
132,90.452,0.2745426605881937,83.94,0.5016735516771486
133,90.648,0.2679207034389991,84.63,0.4935646119374263
134,90.49,0.2693518839986123,83.95,0.5085826685911492
135,90.606,0.2701450156814912,83.69,0.5225531541848485
136,90.474,0.26987386889317455,83.34,0.5467642251449295
137,90.7,0.2655039474634868,83.14,0.5410420228786106
138,90.74,0.2646097522181318,83.68,0.5106516880325124
139,90.896,0.26249789915350086,83.87,0.5132991015156613
140,90.682,0.26861890984694364,84.53,0.4907871330086189
141,90.79,0.2631096262913531,83.58,0.5197298739907108
142,90.79,0.2615272810735056,83.8,0.5253932430774351
143,90.788,0.2649450939139137,83.69,0.5181996220652061
144,90.856,0.2591631860303147,84.13,0.5021206268781349
145,90.864,0.2611626856543524,84.31,0.49879047463211834
146,90.69,0.26230800597716475,84.36,0.5043236049292963
147,91.038,0.25979837409370693,84.2,0.507790949902957
148,90.98,0.2590071036077826,83.81,0.5095925412223309
149,91.132,0.2533841907520733,83.87,0.5033451778979241
150,91.094,0.25476563251231943,84.0,0.5176778777113443
151,90.948,0.25879063920291795,84.06,0.5000754600461526
152,91.048,0.2546102692708945,83.93,0.5025151639799529
153,91.166,0.2525965188584669,84.08,0.5050284636171558
154,91.346,0.2517017808259296,83.65,0.5218031753467608
155,91.2,0.25257684328519475,82.5,0.5695094213455538
156,91.198,0.2491136796181769,83.7,0.5277763757901855
157,91.26,0.2516638537120941,83.26,0.5486975257532506
158,91.21,0.25117398926135526,84.11,0.5185489580978321
159,91.16,0.25007710230472446,83.54,0.5218049344382708
160,91.326,0.24835653852699968,84.4,0.5097415539660032
161,91.394,0.2439961543740214,83.27,0.5313165697115886
162,91.44,0.24630306718294578,84.01,0.5073787524730344
163,91.338,0.24331099381837087,83.92,0.5187440705073031
164,91.452,0.24424485519261616,83.84,0.5278095678438114
165,91.604,0.24444030587325621,83.78,0.5119865204714522
166,91.562,0.24140057392666103,83.68,0.5269916947883896
167,91.384,0.24503481565305338,84.36,0.49834742349914357
168,91.452,0.2417841061682957,84.11,0.5106543113913717
169,91.87,0.23611045222910468,83.65,0.5365184696414803
170,91.67,0.23862113858885167,83.44,0.5406098895812337
171,91.758,0.23734191081026937,84.23,0.5182946207402628
172,91.654,0.2361495421480035,83.89,0.5115973862666118
173,91.762,0.2359177531755489,84.07,0.509711863119391
174,91.568,0.2378561205380713,84.17,0.5198230828288235
175,91.75,0.23725931245423948,84.01,0.5287610980906065
176,91.818,0.2357523579274297,83.7,0.5217763821158228
177,91.636,0.23794270590748018,84.22,0.5039188684541968
178,91.762,0.23634639106062064,83.99,0.5135886231555215
179,91.58,0.23735593236468333,84.76,0.49194861929627914
180,91.97,0.2309446782064255,84.66,0.5066793312000323
181,92.084,0.2305648130033632,84.54,0.49299879296670984
182,91.828,0.23244401115133329,84.65,0.5044730307557915
183,91.824,0.233505311657858,83.54,0.5336520511515533
184,91.934,0.2301286748989159,83.78,0.5624775637554217
185,92.058,0.22935069868784122,84.4,0.5057308345655852
186,92.026,0.2265879091094522,84.15,0.5218725010186811
187,92.08,0.2263537413247711,83.94,0.5157142834195608
188,92.142,0.22873833863174214,83.52,0.5485371011721937
189,91.826,0.23163254259873534,84.26,0.5187438822622541
190,92.044,0.22641287677352082,84.33,0.5111496354205699
191,92.018,0.22853517660018427,84.25,0.5144846139452125
192,92.152,0.22541722712461906,84.56,0.517566760506811
193,92.044,0.2252017899090067,84.01,0.5180343644151205
194,92.252,0.22240818709211277,84.05,0.5306898268717753
195,92.096,0.2250431600738974,84.15,0.5292651521254189
196,92.192,0.22265783440121603,83.62,0.5476476306779475
197,92.112,0.22364481174579973,84.36,0.520383652252487
198,92.322,0.21953091684662168,84.88,0.4964308804726299
199,92.29,0.2237814568802524,84.5,0.5023951639857474
200,92.314,0.22235500822058113,84.47,0.506848466169985
201,92.206,0.22174777294440037,84.79,0.5030289829909047
202,92.37,0.2169630581422535,83.72,0.5341773478290702
203,92.446,0.2192347347164703,84.33,0.5215817463548877
204,92.232,0.22106960650219026,83.76,0.5469732525982435
205,92.63,0.2155970869695439,84.23,0.5223231360882143
206,92.35,0.21867094324220476,85.04,0.4947657973705968
207,92.52,0.21693458747299735,84.26,0.5309103583987755
208,92.222,0.21925424003158994,84.45,0.5227691093577614
209,92.344,0.21737791876048992,84.56,0.5327785326332986
210,92.276,0.21840030421762516,84.78,0.5036809576463096
211,92.474,0.21381102509968117,84.4,0.4984817435092564
212,92.406,0.2172716513771535,84.04,0.5355893920494031
213,92.598,0.2120430344701423,84.22,0.513361549264268
214,92.616,0.2126067693504836,84.25,0.5344072169140924
215,92.704,0.21111711766332616,84.41,0.5217529712598535
216,92.44,0.21427810335022104,84.07,0.5551212573353248
217,92.588,0.2120445139534638,84.57,0.5138338179905203
218,92.774,0.20773283567498713,84.54,0.5072949479652357
219,92.568,0.2120850933596606,84.57,0.5129547088961058
220,92.778,0.20884056482702265,84.22,0.5227302782520463
221,92.718,0.20737052649793114,84.1,0.5291494168812716
222,92.638,0.20845023773210433,84.62,0.5113488567780845
223,92.506,0.2118811583541848,84.15,0.5399298479285422
224,92.58,0.21061365666520565,84.72,0.5119922176192079
225,92.934,0.20437164362662893,83.8,0.5558063180386266
226,92.786,0.20858081268227618,84.79,0.5195836730395691
227,92.59,0.20769920680300355,83.31,0.5647956166840806
228,92.734,0.20696865664342481,84.75,0.5230233344850661
229,93.02,0.20301285635708544,84.42,0.5282888044662113
230,92.542,0.20695771749519631,83.96,0.5445505978563164
231,92.812,0.20342719549184565,84.58,0.5232718758567979
232,93.004,0.19925107402950906,84.09,0.5343492000917845
233,92.81,0.20591733675173787,83.59,0.5752322768108754
234,93.016,0.20445806639807304,84.48,0.5135095185494121
235,92.87,0.20482265124159396,83.95,0.5307059438922738
236,92.874,0.20411079340731092,82.86,0.5792696509934678
237,92.862,0.2053507656392539,84.34,0.5210814111972157
238,93.126,0.19870599368801506,84.45,0.5261313438038283
239,92.856,0.20334678249971946,84.75,0.5172830972867676
240,93.146,0.19708818031470185,84.12,0.5411254939021943
241,93.14,0.19775535185318774,84.15,0.5190355960704103
242,92.882,0.20039719377484772,84.43,0.5282412288309652
243,93.16,0.19556218856359686,84.34,0.5373475530856773
244,92.934,0.20043565673977518,83.9,0.566926974284498
245,92.944,0.20288619162786342,84.29,0.5359486150967924
246,92.938,0.19960136212351376,84.16,0.5351586422965496
247,93.114,0.19643622322384355,84.41,0.5072448934558071
248,93.174,0.1957987802641471,84.14,0.5313710202521915
249,93.116,0.19576545105413404,84.62,0.5253458147562002
250,93.218,0.19461199885134198,84.78,0.5152608923896959
251,93.014,0.20038412800987662,83.88,0.5416762432720088
252,93.004,0.20001219232064074,84.36,0.51298439332956
253,93.326,0.19021794529598388,84.18,0.5339939548999448
254,93.238,0.19390218607757403,84.12,0.531426460493969
255,92.892,0.19718992658664503,84.33,0.5532184343172025
256,93.31,0.1915146778325748,84.86,0.5249287401196323
257,93.17,0.19616218244709321,83.76,0.5603525734777692
258,93.158,0.19461488194020507,84.09,0.5374488557064081
259,93.188,0.19211670986907867,84.45,0.5349520124212096
260,93.128,0.19750330677194058,84.25,0.5472944891905482
261,93.414,0.19110298036690562,84.56,0.5359476242638841
262,93.364,0.1931473495977004,84.1,0.554585026034826
263,93.158,0.19225748575023374,84.78,0.5151498040443734
264,93.616,0.1855101523649357,84.33,0.5422676990303812
265,93.276,0.1911617567205368,84.99,0.5199233523652523
266,93.414,0.18934161804826058,83.31,0.5743139729469637
267,93.468,0.19010562112416757,84.08,0.5436558859257759
268,93.44,0.18988655833408352,83.99,0.5556086779017991
269,93.38,0.19173673095415011,84.15,0.5574604059699215
270,93.544,0.18710539379464391,84.37,0.5312859018014956
271,93.35,0.1898719040710298,83.93,0.5515626759468755
272,93.346,0.18860659782615158,84.3,0.5367707240430615
273,93.336,0.19042509491257656,84.37,0.5315618605553349
274,93.42,0.19075181801110278,84.65,0.5336052926280831
275,93.562,0.18382543786559874,84.78,0.5285083627021765
276,93.33,0.18849492425580158,84.73,0.5265063107768192
277,93.478,0.18615704176523495,84.19,0.554886018739471
278,93.376,0.1868782820146712,84.86,0.5326467571379263
279,93.524,0.18482800559771945,84.5,0.5282186696046516
280,93.432,0.18742158182937166,84.42,0.5340827243237556
281,93.528,0.18783850287613663,84.71,0.53886189905903
282,93.506,0.18611537994783553,84.31,0.5508684791341613
283,93.728,0.183618623830016,84.22,0.5420026681091212
284,93.612,0.18123188005079088,84.52,0.5415885256061072
285,93.504,0.18601635670113137,84.41,0.5445780048641977
286,93.62,0.18188445529212122,84.67,0.5531050398757186
287,93.604,0.18207842023933635,84.48,0.532275761607327
288,93.734,0.1818881158138175,84.56,0.5502525692499136
289,93.71,0.17949736327923776,84.15,0.5571739258645456
290,93.492,0.18614393320229963,84.49,0.5544124268278291
291,93.494,0.18037042709643883,84.7,0.5272515949946416
292,93.776,0.1783653680244675,84.42,0.5518449942899656
293,93.59,0.18313810191191066,84.59,0.5531180832959428
294,93.714,0.180614002811177,83.96,0.5571463115607636
295,93.68,0.1813612255408331,84.66,0.550324824603298
296,93.752,0.17784039579007938,84.58,0.559614632703081
297,93.842,0.1796394802172623,84.48,0.5569512634714947
298,93.658,0.18127882741677487,84.44,0.551098274656489
299,93.712,0.17912403642750152,84.3,0.5426482060287572
300,93.834,0.1784911598162273,85.02,0.5400619467225256
